-16,2425;-15,72904;-22,91973;-26,92024;-23,58847;-15,09547;-16,00456;-29,82079;-25,22645;-25,22645;-8,101817;-8,101817;-21,9747;-21,9747;-19,35442
-16,71461;-15,79339;-22,88312;-26,92726;-23,69341;-15,06911;-15,83754;-29,25065;-25,12892;-25,12892;-8,021109;-8,021109;-21,81473;-21,81473;-19,58964
-17,12369;-15,88087;-22,87309;-26,90978;-23,79713;-14,96902;-15,67558;-28,6959;-25,05167;-25,05167;-7,952287;-7,952287;-21,6673;-21,6673;-19,84916
-17,42164;-15,99105;-22,88926;-26,86892;-23,89874;-14,80108;-15,52;-28,16407;-24,9943;-24,9943;-7,895271;-7,895271;-21,53197;-21,53197;-20,13162
-17,56554;-16,12336;-22,93138;-26,80655;-23,9973;-14,57498;-15,37191;-27,65952;-24,95647;-24,95647;-7,849971;-7,849971;-21,40837;-21,40837;-20,43511
-17,53184;-16,27713;-22,99933;-26,72516;-24,09185;-14,30265;-15,23222;-27,18443;-24,93786;-24,93786;-7,816298;-7,816298;-21,29614;-21,29614;-20,75693
-17,32593;-16,45152;-23,09308;-26,6277;-24,18142;-13,99674;-15,10168;-26,73963;-24,93816;-24,93816;-7,794157;-7,794157;-21,19495;-21,19495;-21,09334
-16,97978;-16,64542;-23,21271;-26,51738;-24,26501;-13,66932;-14,98091;-26,32508;-24,95714;-24,95714;-7,783445;-7,783445;-21,10449;-21,10449;-21,43936
-16,5396;-16,85741;-23,35839;-26,39752;-24,34169;-13,33109;-14,87036;-25,94022;-24,99454;-24,99454;-7,784055;-7,784055;-21,02448;-21,02448;-21,78841
-16,0522;-17,0857;-23,53041;-26,27145;-24,41053;-12,99104;-14,77042;-25,5842;-25,05015;-25,05015;-7,79587;-7,79587;-20,95467;-20,95467;-22,13216
-15,55655;-17,32794;-23,72911;-26,14233;-24,47068;-12,6564;-14,68137;-25,25605;-25,12377;-25,12377;-7,818759;-7,818759;-20,8948;-20,8948;-22,46037
-15,08122;-17,58119;-23,95491;-26,01314;-24,52137;-12,33278;-14,60338;-24,95473;-25,2152;-25,2152;-7,852575;-7,852575;-20,84466;-20,84466;-22,7611
-14,64545;-17,84175;-24,20828;-25,88659;-24,56195;-12,02442;-14,5366;-24,6792;-25,32424;-25,32424;-7,897147;-7,897147;-20,80402;-20,80402;-23,02127
-14,26138;-18,10505;-24,48972;-25,76513;-24,59188;-11,73445;-14,48106;-24,42847;-25,45066;-25,45066;-7,952279;-7,952279;-20,77268;-20,77268;-23,22778
-13,93627;-18,36558;-24,79971;-25,65093;-24,61078;-11,46511;-14,43677;-24,20161;-25,59422;-25,59422;-8,017734;-8,017734;-20,75044;-20,75044;-23,36902
-13,67419;-18,61688;-25,13869;-25,5459;-24,61841;-11,21799;-14,40369;-23,99775;-25,75459;-25,75459;-8,093233;-8,093233;-20,73713;-20,73713;-23,43665
-13,47724;-18,85162;-25,5069;-25,45173;-24,61472;-10,99414;-14,38169;-23,81611;-25,93141;-25,93141;-8,178443;-8,178443;-20,73257;-20,73257;-23,42706
-13,34635;-19,06186;-25,90435;-25,36988;-24,5998;-10,79426;-14,37064;-23,65595;-26,12418;-26,12418;-8,272958;-8,272958;-20,73656;-20,73656;-23,34206
-13,28171;-19,23949;-26,33054;-25,30162;-24,57392;-10,61879;-14,37033;-23,51665;-26,33228;-26,33228;-8,376293;-8,376293;-20,74895;-20,74895;-23,18854
-13,28309;-19,37683;-26,78427;-25,24809;-24,5375;-10,46794;-14,38052;-23,39761;-26,5549;-26,5549;-8,487865;-8,487865;-20,76955;-20,76955;-22,97721
-13,34985;-19,46742;-27,26321;-25,21029;-24,4911;-10,34181;-14,40088;-23,29833;-26,791;-26,791;-8,606973;-8,606973;-20,79818;-20,79818;-22,72088
-13,48097;-19,50674;-27,76341;-25,18912;-24,43539;-10,24041;-14,43107;-23,21835;-27,03922;-27,03922;-8,732772;-8,732772;-20,83465;-20,83465;-22,43281
-13,67475;-19,49282;-28,27854;-25,18541;-24,37116;-10,16364;-14,47066;-23,15727;-27,29787;-27,29787;-8,864263;-8,864263;-20,87877;-20,87877;-22,12543
-13,92849;-19,42649;-28,79904;-25,19996;-24,29926;-10,11142;-14,51916;-23,11476;-27,56477;-27,56477;-9,000258;-9,000258;-20,93034;-20,93034;-21,80961
-14,23787;-19,31126;-29,31116;-25,23351;-24,22061;-10,08356;-14,57601;-23,0905;-27,83722;-27,83722;-9,13936;-9,13936;-20,98911;-20,98911;-21,49435
-14,59602;-19,15285;-29,79617;-25,2868;-24,13614;-10,07988;-14,64057;-23,08425;-28,1119;-28,1119;-9,279941;-9,279941;-21,05486;-21,05486;-21,18683
-14,99231;-18,95847;-30,23029;-25,36058;-24,04681;-10,10014;-14,7121;-23,09578;-28,3848;-28,3848;-9,420119;-9,420119;-21,1273;-21,1273;-20,89256
-15,41084;-18,73605;-30,5861;-25,45562;-23,95357;-10,14406;-14,78978;-23,1249;-28,65114;-28,65114;-9,557755;-9,557755;-21,20615;-21,20615;-20,61568
-15,82894;-18,49357;-30,8361;-25,57276;-23,85736;-10,21129;-14,87267;-23,17146;-28,90546;-28,90546;-9,690434;-9,690434;-21,29108;-21,29108;-20,35924
-16,21641;-18,23852;-30,9582;-25,71286;-23,75907;-10,30135;-14,95975;-23,2353;-29,14165;-29,14165;-9,815502;-9,815502;-21,38171;-21,38171;-20,1254
-16,53691;-17,97762;-30,94155;-25,87688;-23,65956;-10,41368;-15,04985;-23,3163;-29,35317;-29,35317;-9,930086;-9,930086;-21,47763;-21,47763;-19,91571
-16,75289;-17,71661;-30,78976;-26,06589;-23,55964;-10,54751;-15,14173;-23,41431;-29,53342;-29,53342;-10,03115;-10,03115;-21,57837;-21,57837;-19,73122
-16,83417;-17,4603;-30,51982;-26,28105;-23,46005;-10,70183;-15,234;-23,52921;-29,67616;-29,67616;-10,11561;-10,11561;-21,68342;-21,68342;-19,57263
-16,7674;-17,21256;-30,15717;-26,52369;-23,36151;-10,87533;-15,32521;-23,66081;-29,77608;-29,77608;-10,1804;-10,1804;-21,7922;-21,7922;-19,4404
-16,56073;-16,97647;-29,72983;-26,79529;-23,26464;-11,06627;-15,41379;-23,80891;-29,8293;-29,8293;-10,22266;-10,22266;-21,90404;-21,90404;-19,33482
-16,24091;-16,75443;-29,26365;-27,09753;-23,17004;-11,27242;-15,49812;-23,97326;-29,83386;-29,83386;-10,23987;-10,23987;-22,01823;-22,01823;-19,25606
-15,84443;-16,54825;-28,77995;-27,43232;-23,07823;-11,49088;-15,57654;-24,15347;-29,78991;-29,78991;-10,22999;-10,22999;-22,13395;-22,13395;-19,2042
-15,40837;-16,3593;-28,29486;-27,80184;-22,98968;-11,71798;-15,6474;-24,34908;-29,69971;-29,69971;-10,19163;-10,19163;-22,25031;-22,25031;-19,17928
-14,96447;-16,18857;-27,81988;-28,20858;-22,90483;-11,94915;-15,70908;-24,55944;-29,56735;-29,56735;-10,12409;-10,12409;-22,36633;-22,36633;-19,18129
