-31,11813;-27,47782;-20,52199;-12,64683;-10,92821;-10,65724;-28,78514;-29,85768;-18,41173;-12,5897;-11,45338;-11,6152;-19,40064;-19,03164;-8,516356;-3,378623;-3,236803;-3,490172;-12,64688;-12,587;-3,377385;-0,279254;-0,3411134;-0,5298127;-10,92819;-11,45345;-3,236404;-0,3412604;0;-0,0243789;-10,65664;-11,62073;-3,489952;-0,5292393;-0,02438772;0
-30,60665;-27,73725;-20,48693;-12,64242;-10,91872;-10,64503;-28,88341;-30,32322;-18,3611;-12,61486;-11,46638;-11,62513;-19,37413;-19,07404;-8,538006;-3,390514;-3,240082;-3,491468;-12,64247;-12,61218;-3,38929;-0,2826908;-0,3415517;-0,529778;-10,91871;-11,46645;-3,239689;-0,3417181;-0,000133573;-0,02444743;-10,64444;-11,63054;-3,491275;-0,5291936;-0,02447754;-0,000107686
-30,12284;-28,00533;-20,44664;-12,63806;-10,90926;-10,63284;-28,97472;-30,71225;-18,31555;-12,64004;-11,47944;-11,63512;-19,34458;-19,10305;-8,559834;-3,402422;-3,243384;-3,492782;-12,63811;-12,6374;-3,401212;-0,2861455;-0,3419965;-0,529745;-10,90924;-11,4795;-3,242997;-0,3421812;-0,000267147;-0,02451596;-10,63227;-11,64041;-3,492615;-0,5291513;-0,02456736;-0,000212268
-29,66521;-28,28211;-20,40142;-12,63376;-10,89981;-10,62068;-29,05798;-30,97679;-18,27598;-12,66525;-11,49255;-11,64516;-19,31218;-19,11863;-8,581831;-3,414351;-3,24671;-3,494113;-12,63381;-12,66263;-3,413154;-0,2896155;-0,3424473;-0,5297148;-10,8998;-11,49261;-3,246328;-0,3426492;-0,000399689;-0,02458242;-10,62013;-11,65033;-3,493973;-0,5291117;-0,0246551;-0,00031685
-29,23221;-28,56759;-20,35159;-12,62951;-10,89039;-10,60856;-29,13216;-31,08039;-18,24316;-12,69048;-11,50571;-11,65527;-19,27716;-19,12123;-8,603984;-3,426295;-3,250058;-3,495464;-12,62956;-12,6879;-3,425114;-0,293103;-0,3429013;-0,5296872;-10,89037;-11,50578;-3,249682;-0,3431215;-0,000533267;-0,02465043;-10,60802;-11,66032;-3,495349;-0,5290748;-0,02474285;-0,000419363
-28,82232;-28,86169;-20,2975;-12,62531;-10,88098;-10,59646;-29,19635;-31,01163;-18,21773;-12,71574;-11,51894;-11,66542;-19,23972;-19,11166;-8,626278;-3,438256;-3,25343;-3,496832;-12,62536;-12,71318;-3,437089;-0,2966053;-0,3433623;-0,529663;-10,88097;-11,519;-3,253061;-0,3435998;-0,000665813;-0,02471585;-10,59594;-11,67036;-3,496742;-0,5290412;-0,02482851;-0,000522912
-28,43406;-29,16424;-20,23947;-12,62116;-10,8716;-10,5844;-29,24972;-30,78892;-18,20023;-12,74102;-11,53221;-11,67564;-19,20009;-19,09114;-8,648697;-3,450235;-3,256825;-3,498219;-12,62121;-12,73849;-3,449082;-0,300125;-0,3438287;-0,5296421;-10,87158;-11,53228;-3,256462;-0,3440846;-0,00079836;-0,02478127;-10,58389;-11,68046;-3,498152;-0,5290104;-0,02491263;-0,000623357
-28,06607;-29,47497;-20,17785;-12,61706;-10,86223;-10,57236;-29,29162;-30,45279;-18,19105;-12,76632;-11,54555;-11,68592;-19,15851;-19,06116;-8,67123;-3,462232;-3,260245;-3,499623;-12,61711;-12,76383;-3,461093;-0,3036596;-0,3443;-0,5296239;-10,86222;-11,54561;-3,259886;-0,3445721;-0,000930909;-0,02484669;-10,57187;-11,69061;-3,49958;-0,528984;-0,02499778;-0,000721213
-27,71706;-29,79346;-20,11299;-12,61301;-10,85288;-10,56036;-29,32155;-30,05166;-18,1905;-12,79165;-11,55894;-11,69625;-19,11519;-19,02345;-8,693858;-3,474245;-3,263684;-3,501045;-12,61306;-12,78918;-3,473119;-0,3072106;-0,3447767;-0,5296063;-10,85287;-11,559;-3,263333;-0,345066;-0,001063978;-0,02491003;-10,55988;-11,70082;-3,501026;-0,5289598;-0,02508137;-0,00082166
-27,38585;-30,11909;-20,04524;-12,609;-10,84356;-10,54838;-29,3392;-29,62987;-18,19876;-12,817;-11,57239;-11,70664;-19,07037;-18,97988;-8,716567;-3,486273;-3,267149;-3,502484;-12,60905;-12,81456;-3,485162;-0,3107781;-0,3452589;-0,5295926;-10,84354;-11,57245;-3,266803;-0,3455643;-0,001196014;-0,02497337;-10,54792;-11,71109;-3,502488;-0,5289378;-0,02516289;-0,000919001
-27,07136;-30,45103;-19,97493;-12,60504;-10,83425;-10,53644;-29,34447;-29,22212;-18,21593;-12,84236;-11,58589;-11,71708;-19,02428;-18,93237;-8,739341;-3,498319;-3,270635;-3,503941;-12,60509;-12,83996;-3,49722;-0,3143611;-0,345747;-0,5295821;-10,83424;-11,58595;-3,270297;-0,3460681;-0,001327534;-0,02503672;-10,53599;-11,72143;-3,503969;-0,5289191;-0,02524441;-0,001014271
-26,77259;-30,78815;-19,9024;-12,60112;-10,82495;-10,52452;-29,33745;-28,8528;-18,24199;-12,86775;-11,59946;-11,72759;-18,97714;-18,88287;-8,762161;-3,51038;-3,274144;-3,505416;-12,60117;-12,86537;-3,509297;-0,3179589;-0,346241;-0,5295733;-10,82495;-11,59951;-3,273811;-0,3465756;-0,001460609;-0,02509902;-10,52409;-11,73181;-3,505466;-0,5289042;-0,02532385;-0,001109543
-26,48863;-31,12898;-19,82796;-12,59724;-10,81569;-10,51263;-29,31842;-28,53789;-18,27684;-12,89316;-11,61307;-11,73815;-18,92917;-18,83324;-8,785012;-3,522456;-3,277677;-3,506908;-12,5973;-12,89081;-3,521387;-0,3215744;-0,3467394;-0,5295678;-10,81567;-11,61312;-3,277349;-0,3470902;-0,001593169;-0,02515977;-10,51222;-11,74226;-3,506979;-0,528891;-0,02540277;-0,001203781
-26,21865;-31,47162;-19,75192;-12,5934;-10,80643;-10,50078;-29,28786;-28,28726;-18,32027;-12,91858;-11,62674;-11,74877;-18,88059;-18,78525;-8,807879;-3,534548;-3,281233;-3,50842;-12,59346;-12,91627;-3,533493;-0,3252026;-0,3472432;-0,529564;-10,80642;-11,6268;-3,280912;-0,347608;-0,001723659;-0,02522104;-10,50037;-11,75276;-3,508511;-0,5288811;-0,02548066;-0,001295948
-25,9619;-31,81367;-19,67459;-12,58961;-10,7972;-10,48895;-29,24639;-28,10669;-18,37198;-12,94403;-11,64047;-11,75945;-18,8316;-18,74052;-8,830745;-3,546656;-3,284809;-3,509947;-12,58967;-12,94174;-3,545615;-0,328848;-0,3477524;-0,5295634;-10,79719;-11,64052;-3,284493;-0,3481318;-0,001855704;-0,02528075;-10,48856;-11,76332;-3,510059;-0,5288734;-0,02555595;-0,001387081
-25,71766;-32,15216;-19,59625;-12,58585;-10,78798;-10,47715;-29,19482;-27,99928;-18,43157;-12,96949;-11,65426;-11,77018;-18,7824;-18,7005;-8,853588;-3,558779;-3,288409;-3,511492;-12,58591;-12,96723;-3,557753;-0,3325072;-0,3482676;-0,5295651;-10,78797;-11,65431;-3,288099;-0,3486604;-0,001988788;-0,02533994;-10,47677;-11,77394;-3,511624;-0,5288701;-0,02563279;-0,00147925
