l=26 s=1;;;;l=24 s=1;;;;l=22 s=1;;;;l=20 s=1;;;;l=18 s=1;;;;l=26 s=1.5;;;;l=24 s=1.5;;;;l=22 s=1.5;;;;l=20 s=1.5;;;;l=18 s=1.5;;;;l=26 s=2;;;;l=24 s=2;;;;l=22 s=2;;;;l=20 s=2;;;;l=18 s=2;
10,116;-14,88527;;;10,116;-20,48769;;;10,116;-13,44691;;;10,116;-15,69194;;;10,116;-24,50327;;;10,116;-7,689546;;;10,116;-15,18248;;;10,116;-10,54741;;;10,116;-14,90574;;;10,116;-14,90574;;;10,116;-5,755267;;;10,116;-5,755267;;;10,116;-9,564768;;;10,116;-9,564768;;;10,116;-17,5031
10,12;-14,68488;;;10,12;-20,39686;;;10,12;-13,56946;;;10,12;-15,6591;;;10,12;-24,51723;;;10,12;-7,580654;;;10,12;-15,20361;;;10,12;-10,56196;;;10,12;-14,84825;;;10,12;-14,84825;;;10,12;-5,764656;;;10,12;-5,764656;;;10,12;-9,617375;;;10,12;-9,617375;;;10,12;-17,49396
10,124;-14,48207;;;10,124;-20,30395;;;10,124;-13,68543;;;10,124;-15,62177;;;10,124;-24,53066;;;10,124;-7,475871;;;10,124;-15,22467;;;10,124;-10,57424;;;10,124;-14,78124;;;10,124;-14,78124;;;10,124;-5,774789;;;10,124;-5,774789;;;10,124;-9,669941;;;10,124;-9,669941;;;10,124;-17,48345
10,128;-14,27672;;;10,128;-20,20938;;;10,128;-13,79595;;;10,128;-15,57942;;;10,128;-24,54364;;;10,128;-7,375218;;;10,128;-15,24537;;;10,128;-10,58414;;;10,128;-14,70354;;;10,128;-14,70354;;;10,128;-5,785592;;;10,128;-5,785592;;;10,128;-9,722452;;;10,128;-9,722452;;;10,128;-17,47161
10,132;-14,06888;;;10,132;-20,11361;;;10,132;-13,90217;;;10,132;-15,53158;;;10,132;-24,55621;;;10,132;-7,278708;;;10,132;-15,26539;;;10,132;-10,59159;;;10,132;-14,61404;;;10,132;-14,61404;;;10,132;-5,796998;;;10,132;-5,796998;;;10,132;-9,774895;;;10,132;-9,774895;;;10,132;-17,4585
10,136;-13,85879;;;10,136;-20,01711;;;10,136;-14,00524;;;10,136;-15,47787;;;10,136;-24,56845;;;10,136;-7,186344;;;10,136;-15,28443;;;10,136;-10,59654;;;10,136;-14,5118;;;10,136;-14,5118;;;10,136;-5,808931;;;10,136;-5,808931;;;10,136;-9,827259;;;10,136;-9,827259;;;10,136;-17,44416
10,14;-13,64682;;;10,14;-19,92037;;;10,14;-14,10631;;;10,14;-15,418;;;10,14;-24,58043;;;10,14;-7,098117;;;10,14;-15,30222;;;10,14;-10,59897;;;10,14;-14,39604;;;10,14;-14,39604;;;10,14;-5,821327;;;10,14;-5,821327;;;10,14;-9,879537;;;10,14;-9,879537;;;10,14;-17,4287
10,144;-13,43347;;;10,144;-19,82387;;;10,144;-14,2065;;;10,144;-15,35177;;;10,144;-24,5922;;;10,144;-7,014018;;;10,144;-15,31849;;;10,144;-10,5989;;;10,144;-14,26615;;;10,144;-14,26615;;;10,144;-5,834115;;;10,144;-5,834115;;;10,144;-9,931716;;;10,144;-9,931716;;;10,144;-17,41219
10,148;-13,21932;;;10,148;-19,72807;;;10,148;-14,30686;;;10,148;-15,27911;;;10,148;-24,60386;;;10,148;-6,934019;;;10,148;-15,333;;;10,148;-10,59637;;;10,148;-14,12179;;;10,148;-14,12179;;;10,148;-5,847229;;;10,148;-5,847229;;;10,148;-9,983792;;;10,148;-9,983792;;;10,148;-17,39474
10,152;-13,00503;;;10,152;-19,63342;;;10,152;-14,40838;;;10,152;-15,20005;;;10,152;-24,61545;;;10,152;-6,858089;;;10,152;-15,34554;;;10,152;-10,59146;;;10,152;-13,96282;;;10,152;-13,96282;;;10,152;-5,860604;;;10,152;-5,860604;;;10,152;-10,03576;;;10,152;-10,03576;;;10,152;-17,37648
10,156;-12,79127;;;10,156;-19,54035;;;10,156;-14,51199;;;10,156;-15,11473;;;10,156;-24,62708;;;10,156;-6,78619;;;10,156;-15,35592;;;10,156;-10,58428;;;10,156;-13,78935;;;10,156;-13,78935;;;10,156;-5,874179;;;10,156;-5,874179;;;10,156;-10,08761;;;10,156;-10,08761;;;10,156;-17,3575
10,16;-12,57868;;;10,16;-19,44926;;;10,16;-14,61852;;;10,16;-15,02338;;;10,16;-24,6388;;;10,16;-6,718273;;;10,16;-15,364;;;10,16;-10,57495;;;10,16;-13,60174;;;10,16;-13,60174;;;10,16;-5,88789;;;10,16;-5,88789;;;10,16;-10,13934;;;10,16;-10,13934;;;10,16;-17,33793
10,164;-12,36792;;;10,164;-19,36049;;;10,164;-14,72871;;;10,164;-14,92636;;;10,164;-24,6507;;;10,164;-6,654284;;;10,164;-15,36967;;;10,164;-10,56364;;;10,164;-13,40057;;;10,164;-13,40057;;;10,164;-5,901681;;;10,164;-5,901681;;;10,164;-10,19096;;;10,164;-10,19096;;;10,164;-17,31789
10,168;-12,15953;;;10,168;-19,27437;;;10,168;-14,84321;;;10,168;-14,82409;;;10,168;-24,66286;;;10,168;-6,594161;;;10,168;-15,37283;;;10,168;-10,55051;;;10,168;-13,18661;;;10,168;-13,18661;;;10,168;-5,915495;;;10,168;-5,915495;;;10,168;-10,24246;;;10,168;-10,24246;;;10,168;-17,29749
10,172;-11,95402;;;10,172;-19,19118;;;10,172;-14,96257;;;10,172;-14,71709;;;10,172;-24,67534;;;10,172;-6,537835;;;10,172;-15,37347;;;10,172;-10,53578;;;10,172;-12,9608;;;10,172;-12,9608;;;10,172;-5,929282;;;10,172;-5,929282;;;10,172;-10,29385;;;10,172;-10,29385;;;10,172;-17,27682
10,176;-11,75178;;;10,176;-19,11114;;;10,176;-15,08725;;;10,176;-14,60592;;;10,176;-24,68823;;;10,176;-6,48523;;;10,176;-15,37157;;;10,176;-10,51964;;;10,176;-12,72421;;;10,176;-12,72421;;;10,176;-5,942987;;;10,176;-5,942987;;;10,176;-10,34512;;;10,176;-10,34512;;;10,176;-17,25598
10,18;-11,55312;;;10,18;-19,03444;;;10,18;-15,2176;;;10,18;-14,49122;;;10,18;-24,7016;;;10,18;-6,436266;;;10,18;-15,36719;;;10,18;-10,50233;;;10,18;-12,47801;;;10,18;-12,47801;;;10,18;-5,956566;;;10,18;-5,956566;;;10,18;-10,39629;;;10,18;-10,39629;;;10,18;-17,23505
10,184;-11,35821;;;10,184;-18,96124;;;10,184;-15,35385;;;10,184;-14,37364;;;10,184;-24,71552;;;10,184;-6,390855;;;10,184;-15,36039;;;10,184;-10,48407;;;10,184;-12,22344;;;10,184;-12,22344;;;10,184;-5,969973;;;10,184;-5,969973;;;10,184;-10,44736;;;10,184;-10,44736;;;10,184;-17,21408
10,188;-11,16715;;;10,188;-18,89162;;;10,188;-15,49613;;;10,188;-14,25386;;;10,188;-24,73007;;;10,188;-6,348905;;;10,188;-15,3513;;;10,188;-10,46511;;;10,188;-11,96174;;;10,188;-11,96174;;;10,188;-5,983168;;;10,188;-5,983168;;;10,188;-10,49834;;;10,188;-10,49834;;;10,188;-17,19312
10,192;-10,97992;;;10,192;-18,82563;;;10,192;-15,64448;;;10,192;-14,13258;;;10,192;-24,74531;;;10,192;-6,310317;;;10,192;-15,34008;;;10,192;-10,44568;;;10,192;-11,69417;;;10,192;-11,69417;;;10,192;-5,996112;;;10,192;-5,996112;;;10,192;-10,54926;;;10,192;-10,54926;;;10,192;-17,17218
10,196;-10,79641;;;10,196;-18,7633;;;10,196;-15,79878;;;10,196;-14,01049;;;10,196;-24,76131;;;10,196;-6,274992;;;10,196;-15,3269;;;10,196;-10,42605;;;10,196;-11,42196;;;10,196;-11,42196;;;10,196;-6,008772;;;10,196;-6,008772;;;10,196;-10,60011;;;10,196;-10,60011;;;10,196;-17,15127
10,2;-10,61642;;;10,2;-18,70459;;;10,2;-15,95881;;;10,2;-13,88825;;;10,2;-24,77814;;;10,2;-6,242821;;;10,2;-15,31198;;;10,2;-10,40645;;;10,2;-11,14627;;;10,2;-11,14627;;;10,2;-6,021116;;;10,2;-6,021116;;;10,2;-10,65091;;;10,2;-10,65091;;;10,2;-17,13035
10,204;-10,4397;;;10,204;-18,64941;;;10,204;-16,12421;;;10,204;-13,76653;;;10,204;-24,79585;;;10,204;-6,213696;;;10,204;-15,29556;;;10,204;-10,38711;;;10,204;-10,86824;;;10,204;-10,86824;;;10,204;-6,033118;;;10,204;-6,033118;;;10,204;-10,70169;;;10,204;-10,70169;;;10,204;-17,10939
10,208;-10,26591;;;10,208;-18,59767;;;10,208;-16,29447;;;10,208;-13,64593;;;10,208;-24,81452;;;10,208;-6,187505;;;10,208;-15,2779;;;10,208;-10,36828;;;10,208;-10,58889;;;10,208;-10,58889;;;10,208;-6,044753;;;10,208;-6,044753;;;10,208;-10,75245;;;10,208;-10,75245;;;10,208;-17,08831
10,212;-10,0947;;;10,212;-18,54921;;;10,212;-16,46894;;;10,212;-13,52704;;;10,212;-24,83419;;;10,212;-6,164132;;;10,212;-15,25929;;;10,212;-10,35017;;;10,212;-10,30918;;;10,212;-10,30918;;;10,212;-6,056001;;;10,212;-6,056001;;;10,212;-10,80323;;;10,212;-10,80323;;;10,212;-17,06702
10,216;-9,925692;;;10,216;-18,50384;;;10,216;-16,64681;;;10,216;-13,41039;;;10,216;-24,85491;;;10,216;-6,143461;;;10,216;-15,24002;;;10,216;-10,33301;;;10,216;-10,02999;;;10,216;-10,02999;;;10,216;-6,066844;;;10,216;-6,066844;;;10,216;-10,85404;;;10,216;-10,85404;;;10,216;-17,04539
10,22;-9,758502;;;10,22;-18,46135;;;10,22;-16,82709;;;10,22;-13,29648;;;10,22;-24,87675;;;10,22;-6,125375;;;10,22;-15,2204;;;10,22;-10,31699;;;10,22;-9,752115;;;10,22;-9,752115;;;10,22;-6,07727;;;10,22;-6,07727;;;10,22;-10,90491;;;10,22;-10,90491;;;10,22;-17,0233
10,224;-9,592764;;;10,224;-18,4215;;;10,224;-17,00862;;;10,224;-13,18574;;;10,224;-24,89974;;;10,224;-6,109755;;;10,224;-15,20072;;;10,224;-10,30231;;;10,224;-9,476255;;;10,224;-9,476255;;;10,224;-6,087267;;;10,224;-6,087267;;;10,224;-10,95585;;;10,224;-10,95585;;;10,224;-17,00058
10,228;-9,428144;;;10,228;-18,38401;;;10,228;-17,19009;;;10,228;-13,07856;;;10,228;-24,92392;;;10,228;-6,096481;;;10,228;-15,18132;;;10,228;-10,28915;;;10,228;-9,203044;;;10,228;-9,203044;;;10,228;-6,096829;;;10,228;-6,096829;;;10,228;-11,0069;;;10,228;-11,0069;;;10,228;-16,97707
10,232;-9,264359;;;10,232;-18,34859;;;10,232;-17,36997;;;10,232;-12,97527;;;10,232;-24,94935;;;10,232;-6,085437;;;10,232;-15,1625;;;10,232;-10,27766;;;10,232;-8,93304;;;10,232;-8,93304;;;10,232;-6,105952;;;10,232;-6,105952;;;10,232;-11,05809;;;10,232;-11,05809;;;10,232;-16,95259
10,236;-9,101179;;;10,236;-18,31493;;;10,236;-17,54661;;;10,236;-12,87614;;;10,236;-24,97604;;;10,236;-6,076505;;;10,236;-15,14456;;;10,236;-10,26801;;;10,236;-8,666729;;;10,236;-8,666729;;;10,236;-6,114635;;;10,236;-6,114635;;;10,236;-11,10944;;;10,236;-11,10944;;;10,236;-16,92693
10,24;-8,938452;;;10,24;-18,28271;;;10,24;-17,71819;;;10,24;-12,78138;;;10,24;-25,00404;;;10,24;-6,069571;;;10,24;-15,12781;;;10,24;-10,26031;;;10,24;-8,404537;;;10,24;-8,404537;;;10,24;-6,122879;;;10,24;-6,122879;;;10,24;-11,16097;;;10,24;-11,16097;;;10,24;-16,89991
10,244;-8,776096;;;10,244;-18,25159;;;10,244;-17,8828;;;10,244;-12,69116;;;10,244;-25,03338;;;10,244;-6,064522;;;10,244;-15,11253;;;10,244;-10,25469;;;10,244;-8,146832;;;10,244;-8,146832;;;10,244;-6,130689;;;10,244;-6,130689;;;10,244;-11,21273;;;10,244;-11,21273;;;10,244;-16,87133
10,248;-8,614112;;;10,248;-18,22123;;;10,248;-18,03843;;;10,248;-12,60557;;;10,248;-25,06407;;;10,248;-6,061249;;;10,248;-15,09902;;;10,248;-10,25126;;;10,248;-7,893928;;;10,248;-7,893928;;;10,248;-6,138072;;;10,248;-6,138072;;;10,248;-11,26473;;;10,248;-11,26473;;;10,248;-16,841
10,252;-8,452578;;;10,252;-18,19131;;;10,252;-18,18307;;;10,252;-12,52464;;;10,252;-25,09614;;;10,252;-6,059648;;;10,252;-15,08752;;;10,252;-10,25008;;;10,252;-7,646095;;;10,252;-7,646095;;;10,252;-6,145036;;;10,252;-6,145036;;;10,252;-11,31701;;;10,252;-11,31701;;;10,252;-16,80874
10,256;-8,291646;;;10,256;-18,1615;;;10,256;-18,31477;;;10,256;-12,44834;;;10,256;-25,1296;;;10,256;-6,059614;;;10,256;-15,07828;;;10,256;-10,25125;;;10,256;-7,403562;;;10,256;-7,403562;;;10,256;-6,151595;;;10,256;-6,151595;;;10,256;-11,3696;;;10,256;-11,3696;;;10,256;-16,77437
10,26;-8,131535;;;10,26;-18,13147;;;10,26;-18,43169;;;10,26;-12,37659;;;10,26;-25,16447;;;10,26;-6,061054;;;10,26;-15,07154;;;10,26;-10,25479;;;10,26;-7,166517;;;10,26;-7,166517;;;10,26;-6,157758;;;10,26;-6,157758;;;10,26;-11,42253;;;10,26;-11,42253;;;10,26;-16,73776
10,264;-7,97252;;;10,264;-18,10093;;;10,264;-18,53219;;;10,264;-12,30923;;;10,264;-25,20075;;;10,264;-6,063874;;;10,264;-15,0675;;;10,264;-10,26076;;;10,264;-6,93512;;;10,264;-6,93512;;;10,264;-6,163542;;;10,264;-6,163542;;;10,264;-11,47583;;;10,264;-11,47583;;;10,264;-16,69877
10,268;-7,814924;;;10,268;-18,06962;;;10,268;-18,61494;;;10,268;-12,24602;;;10,268;-25,23845;;;10,268;-6,067989;;;10,268;-15,06635;;;10,268;-10,26917;;;10,268;-6,709502;;;10,268;-6,709502;;;10,268;-6,168962;;;10,268;-6,168962;;;10,268;-11,52952;;;10,268;-11,52952;;;10,268;-16,65732
10,272;-7,659101;;;10,272;-18,03727;;;10,272;-18,67894;;;10,272;-12,18668;;;10,272;-25,27756;;;10,272;-6,073318;;;10,272;-15,06825;;;10,272;-10,28003;;;10,272;-6,489767;;;10,272;-6,489767;;;10,272;-6,174037;;;10,272;-6,174037;;;10,272;-11,58364;;;10,272;-11,58364;;;10,272;-16,61333
10,276;-7,505421;;;10,276;-18,00368;;;10,276;-18,72363;;;10,276;-12,13084;;;10,276;-25,31809;;;10,276;-6,079787;;;10,276;-15,07337;;;10,276;-10,29332;;;10,276;-6,275998;;;10,276;-6,275998;;;10,276;-6,178783;;;10,276;-6,178783;;;10,276;-11,63821;;;10,276;-11,63821;;;10,276;-16,56679
10,28;-7,354266;;;10,28;-17,96866;;;10,28;-18,74886;;;10,28;-12,07806;;;10,28;-25,36003;;;10,28;-6,087327;;;10,28;-15,08181;;;10,28;-10,30902;;;10,28;-6,068264;;;10,28;-6,068264;;;10,28;-6,183221;;;10,28;-6,183221;;;10,28;-11,69327;;;10,28;-11,69327;;;10,28;-16,51769
10,284;-7,206003;;;10,284;-17,93208;;;10,284;-18,75495;;;10,284;-12,02783;;;10,284;-25,40336;;;10,284;-6,095876;;;10,284;-15,09367;;;10,284;-10,32708;;;10,284;-5,866609;;;10,284;-5,866609;;;10,284;-6,187369;;;10,284;-6,187369;;;10,284;-11,74883;;;10,284;-11,74883;;;10,284;-16,46609
10,288;-7,060986;;;10,288;-17,89384;;;10,288;-18,74266;;;10,288;-11,97957;;;10,288;-25,44807;;;10,288;-6,10538;;;10,288;-15,10903;;;10,288;-10,34745;;;10,288;-5,671069;;;10,288;-5,671069;;;10,288;-6,191247;;;10,288;-6,191247;;;10,288;-11,80493;;;10,288;-11,80493;;;10,288;-16,41206
10,292;-6,919538;;;10,292;-17,85388;;;10,292;-18,71312;;;10,292;-11,9326;;;10,292;-25,49413;;;10,292;-6,115788;;;10,292;-15,12793;;;10,292;-10,37005;;;10,292;-5,481669;;;10,292;-5,481669;;;10,292;-6,194874;;;10,292;-6,194874;;;10,292;-11,86159;;;10,292;-11,86159;;;10,292;-16,35574
10,296;-6,781943;;;10,296;-17,81219;;;10,296;-18,66779;;;10,296;-11,88622;;;10,296;-25,54153;;;10,296;-6,127054;;;10,296;-15,1504;;;10,296;-10,39479;;;10,296;-5,298419;;;10,296;-5,298419;;;10,296;-6,198273;;;10,296;-6,198273;;;10,296;-11,91883;;;10,296;-11,91883;;;10,296;-16,29728
10,3;-6,648443;;;10,3;-17,76881;;;10,3;-18,60839;;;10,3;-11,83961;;;10,3;-25,59023;;;10,3;-6,139143;;;10,3;-15,17644;;;10,3;-10,42159;;;10,3;-5,121324;;;10,3;-5,121324;;;10,3;-6,20146;;;10,3;-6,20146;;;10,3;-11,97666;;;10,3;-11,97666;;;10,3;-16,23689
10,304;-6,519231;;;10,304;-17,7238;;;10,304;-18,53681;;;10,304;-11,79192;;;10,304;-25,64021;;;10,304;-6,15202;;;10,304;-15,20601;;;10,304;-10,45031;;;10,304;-4,950381;;;10,304;-4,950381;;;10,304;-6,204457;;;10,304;-6,204457;;;10,304;-12,03512;;;10,304;-12,03512;;;10,304;-16,17479
10,308;-6,394447;;;10,308;-17,67727;;;10,308;-18,45501;;;10,308;-11,74223;;;10,308;-25,69142;;;10,308;-6,165658;;;10,308;-15,23906;;;10,308;-10,48085;;;10,308;-4,785579;;;10,308;-4,785579;;;10,308;-6,20728;;;10,308;-6,20728;;;10,308;-12,09422;;;10,308;-12,09422;;;10,308;-16,11123
10,312;-6,274181;;;10,312;-17,62937;;;10,312;-18,365;;;10,312;-11,68959;;;10,312;-25,74383;;;10,312;-6,180032;;;10,312;-15,2755;;;10,312;-10,51305;;;10,312;-4,626906;;;10,312;-4,626906;;;10,312;-6,209949;;;10,312;-6,209949;;;10,312;-12,15396;;;10,312;-12,15396;;;10,312;-16,04651
10,316;-6,158469;;;10,316;-17,58027;;;10,316;-18,26873;;;10,316;-11,63301;;;10,316;-25,79739;;;10,316;-6,195123;;;10,316;-15,31521;;;10,316;-10,54677;;;10,316;-4,474339;;;10,316;-4,474339;;;10,316;-6,212481;;;10,316;-6,212481;;;10,316;-12,21438;;;10,316;-12,21438;;;10,316;-15,98093
10,32;-6,047298;;;10,32;-17,53019;;;10,32;-18,16807;;;10,32;-11,57151;;;10,32;-25,85206;;;10,32;-6,210912;;;10,32;-15,35805;;;10,32;-10,58185;;;10,32;-4,327858;;;10,32;-4,327858;;;10,32;-6,214892;;;10,32;-6,214892;;;10,32;-12,27547;;;10,32;-12,27547;;;10,32;-15,9148
10,324;-5,940614;;;10,324;-17,47933;;;10,324;-18,06475;;;10,324;-11,50409;;;10,324;-25,90779;;;10,324;-6,227387;;;10,324;-15,40385;;;10,324;-10,61813;;;10,324;-4,187436;;;10,324;-4,187436;;;10,324;-6,217197;;;10,324;-6,217197;;;10,324;-12,33725;;;10,324;-12,33725;;;10,324;-15,84845
10,328;-5,838317;;;10,328;-17,42795;;;10,328;-17,96037;;;10,328;-11,4298;;;10,328;-25,96452;;;10,328;-6,244532;;;10,328;-15,45241;;;10,328;-10,65543;;;10,328;-4,053045;;;10,328;-4,053045;;;10,328;-6,21941;;;10,328;-6,21941;;;10,328;-12,39972;;;10,328;-12,39972;;;10,328;-15,78223
10,332;-5,740278;;;10,332;-17,3763;;;10,332;-17,85635;;;10,332;-11,34775;;;10,332;-26,0222;;;10,332;-6,262339;;;10,332;-15,50348;;;10,332;-10,69355;;;10,332;-3,924658;;;10,332;-3,924658;;;10,332;-6,221544;;;10,332;-6,221544;;;10,332;-12,46288;;;10,332;-12,46288;;;10,332;-15,71646
10,336;-5,646338;;;10,336;-17,32464;;;10,336;-17,75395;;;10,336;-11,25711;;;10,336;-26,08076;;;10,336;-6,280793;;;10,336;-15,55681;;;10,336;-10,73232;;;10,336;-3,802241;;;10,336;-3,802241;;;10,336;-6,22361;;;10,336;-6,22361;;;10,336;-12,52675;;;10,336;-12,52675;;;10,336;-15,65148
10,34;-5,556322;;;10,34;-17,27323;;;10,34;-17,65427;;;10,34;-11,15719;;;10,34;-26,14015;;;10,34;-6,299883;;;10,34;-15,61209;;;10,34;-10,77155;;;10,34;-3,685764;;;10,34;-3,685764;;;10,34;-6,225619;;;10,34;-6,225619;;;10,34;-12,59131;;;10,34;-12,59131;;;10,34;-15,58761
10,344;-5,47004;;;10,344;-17,22233;;;10,344;-17,55822;;;10,344;-11,04738;;;10,344;-26,2003;;;10,344;-6,319597;;;10,344;-15,66902;;;10,344;-10,81103;;;10,344;-3,57519;;;10,344;-3,57519;;;10,344;-6,22758;;;10,344;-6,22758;;;10,344;-12,65656;;;10,344;-12,65656;;;10,344;-15,52518
10,348;-5,387303;;;10,348;-17,1722;;;10,348;-17,46659;;;10,348;-10,92727;;;10,348;-26,26114;;;10,348;-6,339921;;;10,348;-15,72723;;;10,348;-10,85058;;;10,348;-3,47049;;;10,348;-3,47049;;;10,348;-6,229501;;;10,348;-6,229501;;;10,348;-12,72249;;;10,348;-12,72249;;;10,348;-15,46447
10,352;-5,307924;;;10,352;-17,12307;;;10,352;-17,38;;;10,352;-10,79658;;;10,352;-26,3226;;;10,352;-6,360836;;;10,352;-15,78635;;;10,352;-10,88999;;;10,352;-3,37163;;;10,352;-3,37163;;;10,352;-6,231388;;;10,352;-6,231388;;;10,352;-12,7891;;;10,352;-12,7891;;;10,352;-15,40578
10,356;-5,231733;;;10,356;-17,07516;;;10,356;-17,29895;;;10,356;-10,65521;;;10,356;-26,3846;;;10,356;-6,382323;;;10,356;-15,84597;;;10,356;-10,92909;;;10,356;-3,278573;;;10,356;-3,278573;;;10,356;-6,233246;;;10,356;-6,233246;;;10,356;-12,85638;;;10,356;-12,85638;;;10,356;-15,34935
10,36;-5,158571;;;10,36;-17,02869;;;10,36;-17,2238;;;10,36;-10,50324;;;10,36;-26,44709;;;10,36;-6,40436;;;10,36;-15,90568;;;10,36;-10,96767;;;10,36;-3,191286;;;10,36;-3,191286;;;10,36;-6,23508;;;10,36;-6,23508;;;10,36;-12,9243;;;10,36;-12,9243;;;10,36;-15,29542
10,364;-5,088314;;;10,364;-16,98383;;;10,364;-17,15482;;;10,364;-10,34093;;;10,364;-26,50998;;;10,364;-6,426919;;;10,364;-15,96501;;;10,364;-11,00557;;;10,364;-3,109737;;;10,364;-3,109737;;;10,364;-6,23689;;;10,364;-6,23689;;;10,364;-12,99285;;;10,364;-12,99285;;;10,364;-15,2442
10,368;-5,02086;;;10,368;-16,94075;;;10,368;-17,09216;;;10,368;-10,1687;;;10,368;-26,57319;;;10,368;-6,449968;;;10,368;-16,02353;;;10,368;-11,04262;;;10,368;-3,03389;;;10,368;-3,03389;;;10,368;-6,23868;;;10,368;-6,23868;;;10,368;-13,06201;;;10,368;-13,06201;;;10,368;-15,19587
10,372;-4,956141;;;10,372;-16,89957;;;10,372;-17,03588;;;10,372;-9,987103;;;10,372;-26,63666;;;10,372;-6,473475;;;10,372;-16,08075;;;10,372;-11,07865;;;10,372;-2,963713;;;10,372;-2,963713;;;10,372;-6,24045;;;10,372;-6,24045;;;10,372;-13,13175;;;10,372;-13,13175;;;10,372;-15,15058
10,376;-4,894128;;;10,376;-16,86042;;;10,376;-16,98595;;;10,376;-9,796844;;;10,376;-26,70031;;;10,376;-6,497396;;;10,376;-16,13621;;;10,376;-11,11352;;;10,376;-2,899169;;;10,376;-2,899169;;;10,376;-6,242199;;;10,376;-6,242199;;;10,376;-13,20206;;;10,376;-13,20206;;;10,376;-15,10844
10,38;-4,83482;;;10,38;-16,82336;;;10,38;-16,94226;;;10,38;-9,598726;;;10,38;-26,76406;;;10,38;-6,52169;;;10,38;-16,18943;;;10,38;-11,1471;;;10,38;-2,84023;;;10,38;-2,84023;;;10,38;-6,243925;;;10,38;-6,243925;;;10,38;-13,27289;;;10,38;-13,27289;;;10,38;-15,06954
10,384;-4,778255;;;10,384;-16,78844;;;10,384;-16,90463;;;10,384;-9,393641;;;10,384;-26,82783;;;10,384;-6,546306;;;10,384;-16,23996;;;10,384;-11,17928;;;10,384;-2,786858;;;10,384;-2,786858;;;10,384;-6,245626;;;10,384;-6,245626;;;10,384;-13,34422;;;10,384;-13,34422;;;10,384;-15,03394
10,388;-4,724495;;;10,388;-16,75569;;;10,388;-16,87281;;;10,388;-9,182528;;;10,388;-26,89156;;;10,388;-6,571191;;;10,388;-16,28735;;;10,388;-11,20995;;;10,388;-2,739022;;;10,388;-2,739022;;;10,388;-6,247298;;;10,388;-6,247298;;;10,388;-13,41602;;;10,388;-13,41602;;;10,388;-15,00165
10,392;-4,673634;;;10,392;-16,72509;;;10,392;-16,84648;;;10,392;-8,966375;;;10,392;-26,95518;;;10,392;-6,59629;;;10,392;-16,33118;;;10,392;-11,23905;;;10,392;-2,696687;;;10,392;-2,696687;;;10,392;-6,248939;;;10,392;-6,248939;;;10,392;-13,48824;;;10,392;-13,48824;;;10,392;-14,97265
10,396;-4,625783;;;10,396;-16,69662;;;10,396;-16,82526;;;10,396;-8,746173;;;10,396;-27,01861;;;10,396;-6,62154;;;10,396;-16,37105;;;10,396;-11,26651;;;10,396;-2,659822;;;10,396;-2,659822;;;10,396;-6,250542;;;10,396;-6,250542;;;10,396;-13,56085;;;10,396;-13,56085;;;10,396;-14,9469
10,4;-4,581073;;;10,4;-16,67021;;;10,4;-16,8087;;;10,4;-8,522913;;;10,4;-27,08179;;;10,4;-6,646879;;;10,4;-16,40663;;;10,4;-11,2923;;;10,4;-2,628392;;;10,4;-2,628392;;;10,4;-6,252102;;;10,4;-6,252102;;;10,4;-13,63381;;;10,4;-13,63381;;;10,4;-14,92432
10,404;-4,539633;;;10,404;-16,64576;;;10,404;-16,79633;;;10,404;-8,29756;;;10,404;-27,14466;;;10,404;-6,672241;;;10,404;-16,43761;;;10,404;-11,3164;;;10,404;-2,602363;;;10,404;-2,602363;;;10,404;-6,253616;;;10,404;-6,253616;;;10,404;-13,70708;;;10,404;-13,70708;;;10,404;-14,90477
10,408;-4,501604;;;10,408;-16,62317;;;10,408;-16,7876;;;10,408;-8,071048;;;10,408;-27,20716;;;10,408;-6,697558;;;10,408;-16,46374;;;10,408;-11,33882;;;10,408;-2,581701;;;10,408;-2,581701;;;10,408;-6,255076;;;10,408;-6,255076;;;10,408;-13,78061;;;10,408;-13,78061;;;10,408;-14,88811
10,412;-4,467114;;;10,412;-16,60228;;;10,412;-16,78192;;;10,412;-7,844259;;;10,412;-27,26923;;;10,412;-6,72276;;;10,412;-16,48483;;;10,412;-11,35959;;;10,412;-2,566374;;;10,412;-2,566374;;;10,412;-6,256477;;;10,412;-6,256477;;;10,412;-13,85435;;;10,412;-13,85435;;;10,412;-14,87416
10,416;-4,436279;;;10,416;-16,58295;;;10,416;-16,77868;;;10,416;-7,61803;;;10,416;-27,33083;;;10,416;-6,747777;;;10,416;-16,50076;;;10,416;-11,37875;;;10,416;-2,556342;;;10,416;-2,556342;;;10,416;-6,257814;;;10,416;-6,257814;;;10,416;-13,92827;;;10,416;-13,92827;;;10,416;-14,86269
10,42;-4,409195;;;10,42;-16,56499;;;10,42;-16,77721;;;10,42;-7,393134;;;10,42;-27,39192;;;10,42;-6,772545;;;10,42;-16,51147;;;10,42;-11,39638;;;10,42;-2,55157;;;10,42;-2,55157;;;10,42;-6,25908;;;10,42;-6,25908;;;10,42;-14,00231;;;10,42;-14,00231;;;10,42;-14,85347
