l=26 s=1;;;;l=24 s=1;;;;l=22 s=1;;;;l=20 s=1;;;;l=18 s=1;;;;l=26 s=1.5;;;;l=24 s=1.5;;;;l=22 s=1.5;;;;l=20 s=1.5;;;;l=18 s=1.5;;;;l=26 s=2;;;;l=24 s=2;;;;l=22 s=2;;;;l=20 s=2;;;;l=18 s=2;
8,944;-26,66449;;;8,944;-8,863114;;;8,944;-19,43256;;;8,944;-26,82906;;;8,944;-16,35869;;;8,944;-28,92856;;;8,944;-3,770899;;;8,944;-16,92815;;;8,944;-31,66183;;;8,944;-31,66183;;;8,944;-16,29852;;;8,944;-16,29852;;;8,944;-12,77153;;;8,944;-12,77153;;;8,944;-33,83115
8,948;-26,4661;;;8,948;-8,772109;;;8,948;-19,46108;;;8,948;-26,79448;;;8,948;-16,41094;;;8,948;-28,87619;;;8,948;-3,614956;;;8,948;-16,88988;;;8,948;-31,50282;;;8,948;-31,50282;;;8,948;-16,2116;;;8,948;-16,2116;;;8,948;-12,70071;;;8,948;-12,70071;;;8,948;-33,73927
8,952001;-26,36801;;;8,952001;-8,688869;;;8,952001;-19,48637;;;8,952001;-26,76842;;;8,952001;-16,46752;;;8,952001;-28,87526;;;8,952001;-3,462172;;;8,952001;-16,84472;;;8,952001;-31,3435;;;8,952001;-31,3435;;;8,952001;-16,13158;;;8,952001;-16,13158;;;8,952001;-12,63021;;;8,952001;-12,63021;;;8,952001;-33,63966
8,956;-26,36629;;;8,956;-8,613304;;;8,956;-19,50735;;;8,956;-26,75114;;;8,956;-16,52839;;;8,956;-28,92271;;;8,956;-3,312886;;;8,956;-16,79266;;;8,956;-31,18554;;;8,956;-31,18554;;;8,956;-16,05841;;;8,956;-16,05841;;;8,956;-12,5602;;;8,956;-12,5602;;;8,956;-33,54193
8,96;-26,45698;;;8,96;-8,54522;;;8,96;-19,52299;;;8,96;-26,7428;;;8,96;-16,59349;;;8,96;-29,01543;;;8,96;-3,16741;;;8,96;-16,73375;;;8,96;-31,03043;;;8,96;-31,03043;;;8,96;-15,99202;;;8,96;-15,99202;;;8,96;-12,49083;;;8,96;-12,49083;;;8,96;-33,45405
8,964;-26,63652;;;8,964;-8,484331;;;8,964;-19,53227;;;8,964;-26,74352;;;8,964;-16,66277;;;8,964;-29,14997;;;8,964;-3,026019;;;8,964;-16,66816;;;8,964;-30,87942;;;8,964;-30,87942;;;8,964;-15,93233;;;8,964;-15,93233;;;8,964;-12,42228;;;8,964;-12,42228;;;8,964;-33,38248
8,967999;-26,90188;;;8,967999;-8,430249;;;8,967999;-19,53429;;;8,967999;-26,75332;;;8,967999;-16,73619;;;8,967999;-29,32222;;;8,967999;-2,888966;;;8,967999;-16,59614;;;8,967999;-30,73358;;;8,967999;-30,73358;;;8,967999;-15,87924;;;8,967999;-15,87924;;;8,967999;-12,35469;;;8,967999;-12,35469;;;8,967999;-33,33238
8,972;-27,2506;;;8,972;-8,382489;;;8,972;-19,52825;;;8,972;-26,77218;;;8,972;-16,81367;;;8,972;-29,52709;;;8,972;-2,75648;;;8,972;-16,51804;;;8,972;-30,59385;;;8,972;-30,59385;;;8,972;-15,83261;;;8,972;-15,83261;;;8,972;-12,2882;;;8,972;-12,2882;;;8,972;-33,30781
8,976;-27,68071;;;8,976;-8,340463;;;8,976;-19,51348;;;8,976;-26,8;;;8,976;-16,89517;;;8,976;-29,75795;;;8,976;-2,628763;;;8,976;-16,43427;;;8,976;-30,46096;;;8,976;-30,46096;;;8,976;-15,79233;;;8,976;-15,79233;;;8,976;-12,22297;;;8,976;-12,22297;;;8,976;-33,31203
8,98;-28,19061;;;8,98;-8,303476;;;8,98;-19,48948;;;8,98;-26,83661;;;8,98;-16,98061;;;8,98;-30,00621;;;8,98;-2,505997;;;8,98;-16,34532;;;8,98;-30,33557;;;8,98;-30,33557;;;8,98;-15,75822;;;8,98;-15,75822;;;8,98;-12,15911;;;8,98;-12,15911;;;8,98;-33,34767
8,984001;-28,77893;;;8,984001;-8,270734;;;8,984001;-19,45591;;;8,984001;-26,88178;;;8,984001;-17,06991;;;8,984001;-30,26071;;;8,984001;-2,388347;;;8,984001;-16,25172;;;8,984001;-30,21818;;;8,984001;-30,21818;;;8,984001;-15,73013;;;8,984001;-15,73013;;;8,984001;-12,09675;;;8,984001;-12,09675;;;8,984001;-33,41697
8,988;-29,44438;;;8,988;-8,241328;;;8,988;-19,41261;;;8,988;-26,93519;;;8,988;-17,16299;;;8,988;-30,50738;;;8,988;-2,275954;;;8,988;-16,15406;;;8,988;-30,10923;;;8,988;-30,10923;;;8,988;-15,70788;;;8,988;-15,70788;;;8,988;-12,03601;;;8,988;-12,03601;;;8,988;-33,52188
8,992;-30,18551;;;8,992;-8,214252;;;8,992;-19,35961;;;8,992;-26,99646;;;8,992;-17,25977;;;8,992;-30,72922;;;8,992;-2,168948;;;8,992;-16,05293;;;8,992;-30,00904;;;8,992;-30,00904;;;8,992;-15,69129;;;8,992;-15,69129;;;8,992;-11,977;;;8,992;-11,977;;;8,992;-33,66422
8,996;-31,00056;;;8,996;-8,188395;;;8,996;-19,29715;;;8,996;-27,06511;;;8,996;-17,36016;;;8,996;-30,90696;;;8,996;-2,067442;;;8,996;-15,94898;;;8,996;-29,91788;;;8,996;-29,91788;;;8,996;-15,68014;;;8,996;-15,68014;;;8,996;-11,9198;;;8,996;-11,9198;;;8,996;-33,8458
8,999999;-31,88725;;;8,999999;-8,162555;;;8,999999;-19,22562;;;8,999999;-27,14058;;;8,999999;-17,46405;;;8,999999;-31,0208;;;8,999999;-1,971539;;;8,999999;-15,84281;;;8,999999;-29,83595;;;8,999999;-29,83595;;;8,999999;-15,67422;;;8,999999;-15,67422;;;8,999999;-11,86452;;;8,999999;-11,86452;;;8,999999;-34,06849
9,004;-32,84275;;;9,004;-8,135448;;;9,004;-19,14558;;;9,004;-27,22222;;;9,004;-17,57132;;;9,004;-31,05311;;;9,004;-1,881323;;;9,004;-15,73508;;;9,004;-29,76342;;;9,004;-29,76342;;;9,004;-15,6733;;;9,004;-15,6733;;;9,004;-11,81122;;;9,004;-11,81122;;;9,004;-34,33431
9,008;-33,86382;;;9,008;-8,105724;;;9,008;-19,05773;;;9,008;-27,30928;;;9,008;-17,68186;;;9,008;-30,99161;;;9,008;-1,796878;;;9,008;-15,62637;;;9,008;-29,70039;;;9,008;-29,70039;;;9,008;-15,67715;;;9,008;-15,67715;;;9,008;-11,75999;;;9,008;-11,75999;;;9,008;-34,64555
9,012;-34,94748;;;9,012;-8,071991;;;9,012;-18,96288;;;9,012;-27,40088;;;9,012;-17,79553;;;9,012;-30,83205;;;9,012;-1,71827;;;9,012;-15,5173;;;9,012;-29,64692;;;9,012;-29,64692;;;9,012;-15,68552;;;9,012;-15,68552;;;9,012;-11,71089;;;9,012;-11,71089;;;9,012;-35,00478
9,016001;-36,09257;;;9,016001;-8,032841;;;9,016001;-18,86195;;;9,016001;-27,49608;;;9,016001;-17,91219;;;9,016001;-30,57906;;;9,016001;-1,645561;;;9,016001;-15,40844;;;9,016001;-29,60305;;;9,016001;-29,60305;;;9,016001;-15,69813;;;9,016001;-15,69813;;;9,016001;-11,66396;;;9,016001;-11,66396;;;9,016001;-35,41499
9,02;-37,30246;;;9,02;-7,986884;;;9,02;-18,7559;;;9,02;-27,59378;;;9,02;-18,03168;;;9,02;-30,24493;;;9,02;-1,578805;;;9,02;-15,30031;;;9,02;-29,56879;;;9,02;-29,56879;;;9,02;-15,71473;;;9,02;-15,71473;;;9,02;-11,61926;;;9,02;-11,61926;;;9,02;-35,87959
9,024;-38,58974;;;9,024;-7,932781;;;9,024;-18,64574;;;9,024;-27,6928;;;9,024;-18,15383;;;9,024;-29,84681;;;9,024;-1,518049;;;9,024;-15,19343;;;9,024;-29,54411;;;9,024;-29,54411;;;9,024;-15,73502;;;9,024;-15,73502;;;9,024;-11,57682;;;9,024;-11,57682;;;9,024;-36,40255
9,028;-39,98333;;;9,028;-7,869291;;;9,028;-18,53249;;;9,028;-27,79185;;;9,028;-18,27845;;;9,028;-29,40349;;;9,028;-1,463337;;;9,028;-15,08827;;;9,028;-29,52897;;;9,028;-29,52897;;;9,028;-15,75871;;;9,028;-15,75871;;;9,028;-11,53666;;;9,028;-11,53666;;;9,028;-36,98835
9,031999;-41,53978;;;9,031999;-7,795309;;;9,031999;-18,41715;;;9,031999;-27,88955;;;9,031999;-18,40535;;;9,031999;-28,93282;;;9,031999;-1,414703;;;9,031999;-14,98524;;;9,031999;-29,52329;;;9,031999;-29,52329;;;9,031999;-15,78549;;;9,031999;-15,78549;;;9,031999;-11,4988;;;9,031999;-11,4988;;;9,031999;-37,64194
9,036;-43,36374;;;9,036;-7,709906;;;9,036;-18,30073;;;9,036;-27,98445;;;9,036;-18,53431;;;9,036;-28,45015;;;9,036;-1,372183;;;9,036;-14,88475;;;9,036;-29,52697;;;9,036;-29,52697;;;9,036;-15,81505;;;9,036;-15,81505;;;9,036;-11,46324;;;9,036;-11,46324;;;9,036;-38,36853
9,04;-45,65392;;;9,04;-7,612364;;;9,04;-18,18414;;;9,04;-28,07502;;;9,04;-18,6651;;;9,04;-27,9678;;;9,04;-1,335808;;;9,04;-14,78714;;;9,04;-29,53991;;;9,04;-29,53991;;;9,04;-15,84706;;;9,04;-15,84706;;;9,04;-11,42998;;;9,04;-11,42998;;;9,04;-39,1729
9,044;-48,83894;;;9,044;-7,502211;;;9,044;-18,0683;;;9,044;-28,15973;;;9,044;-18,79746;;;9,044;-27,49508;;;9,044;-1,305602;;;9,044;-14,69273;;;9,044;-29,56193;;;9,044;-29,56193;;;9,044;-15,88118;;;9,044;-15,88118;;;9,044;-11,39901;;;9,044;-11,39901;;;9,044;-40,058
9,048001;-54,1593;;;9,048001;-7,379226;;;9,048001;-17,95403;;;9,048001;-28,23705;;;9,048001;-18,93114;;;9,048001;-27,03872;;;9,048001;-1,281591;;;9,048001;-14,60177;;;9,048001;-29,59288;;;9,048001;-29,59288;;;9,048001;-15,91709;;;9,048001;-15,91709;;;9,048001;-11,3703;;;9,048001;-11,3703;;;9,048001;-41,02178
9,052;-67,62318;;;9,052;-7,243465;;;9,052;-17,84209;;;9,052;-28,30551;;;9,052;-19,06583;;;9,052;-26,60338;;;9,052;-1,263796;;;9,052;-14,51451;;;9,052;-29,63253;;;9,052;-29,63253;;;9,052;-15,95444;;;9,052;-15,95444;;;9,052;-11,34381;;;9,052;-11,34381;;;9,052;-42,05083
9,056;-55,10211;;;9,056;-7,09524;;;9,056;-17,73317;;;9,056;-28,36373;;;9,056;-19,20126;;;9,056;-26,19211;;;9,056;-1,252241;;;9,056;-14,43114;;;9,056;-29,68065;;;9,056;-29,68065;;;9,056;-15,99287;;;9,056;-15,99287;;;9,056;-11,3195;;;9,056;-11,3195;;;9,056;-43,10835
9,06;-48,59847;;;9,06;-6,935113;;;9,06;-17,6279;;;9,06;-28,41049;;;9,06;-19,33708;;;9,06;-25,8068;;;9,06;-1,246943;;;9,06;-14,35181;;;9,06;-29,73693;;;9,06;-29,73693;;;9,06;-16,03205;;;9,06;-16,03205;;;9,06;-11,29729;;;9,06;-11,29729;;;9,06;-44,11508
9,063999;-44,73925;;;9,063999;-6,763873;;;9,063999;-17,52682;;;9,063999;-28,44477;;;9,063999;-19,47296;;;9,063999;-25,44847;;;9,063999;-1,247921;;;9,063999;-14,27664;;;9,063999;-29,80107;;;9,063999;-29,80107;;;9,063999;-16,07163;;;9,063999;-16,07163;;;9,063999;-11,27713;;;9,063999;-11,27713;;;9,063999;-44,93195
9,068;-41,97315;;;9,068;-6,582489;;;9,068;-17,43041;;;9,068;-28,46578;;;9,068;-19,60855;;;9,068;-25,11754;;;9,068;-1,255194;;;9,068;-14,20573;;;9,068;-29,87266;;;9,068;-29,87266;;;9,068;-16,11127;;;9,068;-16,11127;;;9,068;-11,25893;;;9,068;-11,25893;;;9,068;-45,3786
9,072;-39,8179;;;9,072;-6,392085;;;9,072;-17,33907;;;9,072;-28,47301;;;9,072;-19,74347;;;9,072;-24,81402;;;9,072;-1,268779;;;9,072;-14,13912;;;9,072;-29,95126;;;9,072;-29,95126;;;9,072;-16,15062;;;9,072;-16,15062;;;9,072;-11,24259;;;9,072;-11,24259;;;9,072;-45,32601
9,076;-38,06226;;;9,076;-6,193892;;;9,076;-17,25315;;;9,076;-28,46626;;;9,076;-19,87734;;;9,076;-24,53763;;;9,076;-1,288693;;;9,076;-14,07683;;;9,076;-30,03636;;;9,076;-30,03636;;;9,076;-16,18937;;;9,076;-16,18937;;;9,076;-11,228;;;9,076;-11,228;;;9,076;-44,79978
9,080001;-36,59527;;;9,080001;-5,989209;;;9,080001;-17,17293;;;9,080001;-28,44561;;;9,080001;-20,00975;;;9,080001;-24,28789;;;9,080001;-1,314954;;;9,080001;-14,01885;;;9,080001;-30,12737;;;9,080001;-30,12737;;;9,080001;-16,22721;;;9,080001;-16,22721;;;9,080001;-11,21503;;;9,080001;-11,21503;;;9,080001;-43,95672
9,084;-35,35151;;;9,084;-5,77937;;;9,084;-17,09862;;;9,084;-28,41149;;;9,084;-20,1403;;;9,084;-24,06418;;;9,084;-1,347577;;;9,084;-13,96513;;;9,084;-30,22361;;;9,084;-30,22361;;;9,084;-16,26384;;;9,084;-16,26384;;;9,084;-11,20355;;;9,084;-11,20355;;;9,084;-42,96923
9,088;-34,28924;;;9,088;-5,565699;;;9,088;-17,03036;;;9,088;-28,36455;;;9,088;-20,26859;;;9,088;-23,86582;;;9,088;-1,386583;;;9,088;-13,91559;;;9,088;-30,32432;;;9,088;-30,32432;;;9,088;-16,29898;;;9,088;-16,29898;;;9,088;-11,19339;;;9,088;-11,19339;;;9,088;-41,95573
9,092;-33,38028;;;9,092;-5,349495;;;9,092;-16,96826;;;9,092;-28,30575;;;9,092;-20,39417;;;9,092;-23,69206;;;9,092;-1,431987;;;9,092;-13,87013;;;9,092;-30,42863;;;9,092;-30,42863;;;9,092;-16,33238;;;9,092;-16,33238;;;9,092;-11,1844;;;9,092;-11,1844;;;9,092;-40,9785
9,095999;-32,60474;;;9,095999;-5,132003;;;9,095999;-16,91235;;;9,095999;-28,23623;;;9,095999;-20,51665;;;9,095999;-23,5421;;;9,095999;-1,483808;;;9,095999;-13,82859;;;9,095999;-30,53556;;;9,095999;-30,53556;;;9,095999;-16,36382;;;9,095999;-16,36382;;;9,095999;-11,17638;;;9,095999;-11,17638;;;9,095999;-40,06376
9,1;-31,94817;;;9,1;-4,9144;;;9,1;-16,86261;;;9,1;-28,15729;;;9,1;-20,6356;;;9,1;-23,41512;;;9,1;-1,542065;;;9,1;-13,79081;;;9,1;-30,644;;;9,1;-30,644;;;9,1;-16,39309;;;9,1;-16,39309;;;9,1;-11,16914;;;9,1;-11,16914;;;9,1;-39,21868
9,104;-31,39986;;;9,104;-4,697777;;;9,104;-16,81898;;;9,104;-28,07036;;;9,104;-20,75063;;;9,104;-23,31025;;;9,104;-1,606776;;;9,104;-13,75659;;;9,104;-30,75274;;;9,104;-30,75274;;;9,104;-16,42002;;;9,104;-16,42002;;;9,104;-11,16246;;;9,104;-11,16246;;;9,104;-38,44146
9,108;-30,95176;;;9,108;-4,483146;;;9,108;-16,78133;;;9,108;-27,97693;;;9,108;-20,86136;;;9,108;-23,2266;;;9,108;-1,677961;;;9,108;-13,72569;;;9,108;-30,86044;;;9,108;-30,86044;;;9,108;-16,44449;;;9,108;-16,44449;;;9,108;-11,15611;;;9,108;-11,15611;;;9,108;-37,72643
9,112001;-30,59779;;;9,112001;-4,271424;;;9,112001;-16,74949;;;9,112001;-27,87851;;;9,112001;-20,96742;;;9,112001;-23,16324;;;9,112001;-1,75564;;;9,112001;-13,69785;;;9,112001;-30,96563;;;9,112001;-30,96563;;;9,112001;-16,46639;;;9,112001;-16,46639;;;9,112001;-11,14984;;;9,112001;-11,14984;;;9,112001;-37,06656
9,116;-30,33339;;;9,116;-4,063436;;;9,116;-16,72321;;;9,116;-27,77659;;;9,116;-21,06847;;;9,116;-23,11917;;;9,116;-1,839832;;;9,116;-13,67277;;;9,116;-31,06676;;;9,116;-31,06676;;;9,116;-16,48565;;;9,116;-16,48565;;;9,116;-11,14339;;;9,116;-11,14339;;;9,116;-36,45462
9,12;-30,15515;;;9,12;-3,859922;;;9,12;-16,70222;;;9,12;-27,67262;;;9,12;-21,16422;;;9,12;-23,09335;;;9,12;-1,930559;;;9,12;-13,65014;;;9,12;-31,16217;;;9,12;-31,16217;;;9,12;-16,50224;;;9,12;-16,50224;;;9,12;-11,13648;;;9,12;-11,13648;;;9,12;-35,88364
9,124;-30,06056;;;9,124;-3,661539;;;9,124;-16,68619;;;9,124;-27,56797;;;9,124;-21,25439;;;9,124;-23,08463;;;9,124;-2,02784;;;9,124;-13,62959;;;9,124;-31,25014;;;9,124;-31,25014;;;9,124;-16,51619;;;9,124;-16,51619;;;9,124;-11,12882;;;9,124;-11,12882;;;9,124;-35,34717
9,127999;-30,04776;;;9,127999;-3,468866;;;9,127999;-16,67473;;;9,127999;-27,46393;;;9,127999;-21,33875;;;9,127999;-23,09178;;;9,127999;-2,131697;;;9,127999;-13,61076;;;9,127999;-31,32894;;;9,127999;-31,32894;;;9,127999;-16,52752;;;9,127999;-16,52752;;;9,127999;-11,12011;;;9,127999;-11,12011;;;9,127999;-34,83931
9,132;-30,11527;;;9,132;-3,28241;;;9,132;-16,66738;;;9,132;-27,36167;;;9,132;-21,41714;;;9,132;-23,11344;;;9,132;-2,242148;;;9,132;-13,59324;;;9,132;-31,39682;;;9,132;-31,39682;;;9,132;-16,53631;;;9,132;-16,53631;;;9,132;-11,11003;;;9,132;-11,11003;;;9,132;-34,35474
9,136;-30,26161;;;9,136;-3,102611;;;9,136;-16,66366;;;9,136;-27,26227;;;9,136;-21,48943;;;9,136;-23,14811;;;9,136;-2,359217;;;9,136;-13,57659;;;9,136;-31,45215;;;9,136;-31,45215;;;9,136;-16,54268;;;9,136;-16,54268;;;9,136;-11,09826;;;9,136;-11,09826;;;9,136;-33,88869
9,14;-30,48485;;;9,14;-2,929848;;;9,14;-16,66303;;;9,14;-27,16668;;;9,14;-21,55552;;;9,14;-23,19416;;;9,14;-2,482919;;;9,14;-13,56038;;;9,14;-31,49337;;;9,14;-31,49337;;;9,14;-16,54676;;;9,14;-16,54676;;;9,14;-11,08447;;;9,14;-11,08447;;;9,14;-33,437
9,144001;-30,78181;;;9,144001;-2,76445;;;9,144001;-16,66488;;;9,144001;-27,07576;;;9,144001;-21,61541;;;9,144001;-23,24977;;;9,144001;-2,613277;;;9,144001;-13,54414;;;9,144001;-31,51916;;;9,144001;-31,51916;;;9,144001;-16,54872;;;9,144001;-16,54872;;;9,144001;-11,06831;;;9,144001;-11,06831;;;9,144001;-32,99604
9,148;-31,14687;;;9,148;-2,606699;;;9,148;-16,66858;;;9,148;-26,99024;;;9,148;-21,66912;;;9,148;-23,31294;;;9,148;-2,750305;;;9,148;-13,52739;;;9,148;-31,52838;;;9,148;-31,52838;;;9,148;-16,54876;;;9,148;-16,54876;;;9,148;-11,04945;;;9,148;-11,04945;;;9,148;-32,56274
9,152;-31,57015;;;9,152;-2,456831;;;9,152;-16,67344;;;9,152;-26,91075;;;9,152;-21,71674;;;9,152;-23,38149;;;9,152;-2,894018;;;9,152;-13,50965;;;9,152;-31,52025;;;9,152;-31,52025;;;9,152;-16,54708;;;9,152;-16,54708;;;9,152;-11,02755;;;9,152;-11,02755;;;9,152;-32,1346
9,156;-32,03484;;;9,156;-2,315051;;;9,156;-16,67875;;;9,156;-26,83785;;;9,156;-21,75839;;;9,156;-23,45306;;;9,156;-3,044431;;;9,156;-13,49042;;;9,156;-31,49426;;;9,156;-31,49426;;;9,156;-16,54394;;;9,156;-16,54394;;;9,156;-11,00228;;;9,156;-11,00228;;;9,156;-31,70964
9,159999;-32,51388;;;9,159999;-2,181526;;;9,159999;-16,68374;;;9,159999;-26,77196;;;9,159999;-21,79427;;;9,159999;-23,52511;;;9,159999;-3,201553;;;9,159999;-13,46922;;;9,159999;-31,45032;;;9,159999;-31,45032;;;9,159999;-16,53956;;;9,159999;-16,53956;;;9,159999;-10,9733;;;9,159999;-10,9733;;;9,159999;-31,28641
9,164;-32,96677;;;9,164;-2,056401;;;9,164;-16,68764;;;9,164;-26,71346;;;9,164;-21,82458;;;9,164;-23,59501;;;9,164;-3,365391;;;9,164;-13,44557;;;9,164;-31,38864;;;9,164;-31,38864;;;9,164;-16,53421;;;9,164;-16,53421;;;9,164;-10,9403;;;9,164;-10,9403;;;9,164;-30,86394
9,168;-33,3392;;;9,168;-1,939792;;;9,168;-16,68968;;;9,168;-26,66261;;;9,168;-21,84961;;;9,168;-23,66003;;;9,168;-3,53595;;;9,168;-13,41901;;;9,168;-31,30981;;;9,168;-31,30981;;;9,168;-16,52816;;;9,168;-16,52816;;;9,168;-10,90299;;;9,168;-10,90299;;;9,168;-30,44171
9,172;-33,56989;;;9,172;-1,831799;;;9,172;-16,68907;;;9,172;-26,61961;;;9,172;-21,86964;;;9,172;-23,71743;;;9,172;-3,713226;;;9,172;-13,3891;;;9,172;-31,21474;;;9,172;-31,21474;;;9,172;-16,52169;;;9,172;-16,52169;;;9,172;-10,86108;;;9,172;-10,86108;;;9,172;-30,01957
9,176001;-33,60716;;;9,176001;-1,732501;;;9,176001;-16,68504;;;9,176001;-26,58459;;;9,176001;-21,88502;;;9,176001;-23,7646;;;9,176001;-3,89721;;;9,176001;-13,35544;;;9,176001;-31,1046;;;9,176001;-31,1046;;;9,176001;-16,51506;;;9,176001;-16,51506;;;9,176001;-10,81431;;;9,176001;-10,81431;;;9,176001;-29,59771
9,18;-33,42959;;;9,18;-1,641963;;;9,18;-16,67685;;;9,18;-26,5576;;;9,18;-21,89609;;;9,18;-23,79907;;;9,18;-4,087888;;;9,18;-13,31766;;;9,18;-30,9808;;;9,18;-30,9808;;;9,18;-16,50856;;;9,18;-16,50856;;;9,18;-10,76246;;;9,18;-10,76246;;;9,18;-29,17658
9,184;-33,05613;;;9,184;-1,560239;;;9,184;-16,66382;;;9,184;-26,53862;;;9,184;-21,90322;;;9,184;-23,81872;;;9,184;-4,285238;;;9,184;-13,27544;;;9,184;-30,84489;;;9,184;-30,84489;;;9,184;-16,50246;;;9,184;-16,50246;;;9,184;-10,70532;;;9,184;-10,70532;;;9,184;-28,75683
9,188;-32,53678;;;9,188;-1,487372;;;9,188;-16,6453;;;9,188;-26,52757;;;9,188;-21,9068;;;9,188;-23,82183;;;9,188;-4,489223;;;9,188;-13,22851;;;9,188;-30,69854;;;9,188;-30,69854;;;9,188;-16,49703;;;9,188;-16,49703;;;9,188;-10,64275;;;9,188;-10,64275;;;9,188;-28,33924
9,191999;-31,93204;;;9,191999;-1,423394;;;9,191999;-16,62074;;;9,191999;-26,52429;;;9,191999;-21,90722;;;9,191999;-23,80717;;;9,191999;-4,699803;;;9,191999;-13,17665;;;9,191999;-30,54346;;;9,191999;-30,54346;;;9,191999;-16,49252;;;9,191999;-16,49252;;;9,191999;-10,57459;;;9,191999;-10,57459;;;9,191999;-27,92469
9,196;-31,29591;;;9,196;-1,368333;;;9,196;-16,5897;;;9,196;-26,52856;;;9,196;-21,90488;;;9,196;-23,77411;;;9,196;-4,916919;;;9,196;-13,11971;;;9,196;-30,38134;;;9,196;-30,38134;;;9,196;-16,48919;;;9,196;-16,48919;;;9,196;-10,50078;;;9,196;-10,50078;;;9,196;-27,51407
9,2;-30,66868;;;9,2;-1,322211;;;9,2;-16,5518;;;9,2;-26,5401;;;9,2;-21,90017;;;9,2;-23,72261;;;9,2;-5,140498;;;9,2;-13,0576;;;9,2;-30,21386;;;9,2;-30,21386;;;9,2;-16,48728;;;9,2;-16,48728;;;9,2;-10,42126;;;9,2;-10,42126;;;9,2;-27,10828
9,204;-30,07697;;;9,204;-1,285044;;;9,204;-16,50681;;;9,204;-26,55854;;;9,204;-21,89347;;;9,204;-23,65322;;;9,204;-5,370453;;;9,204;-12,99031;;;9,204;-30,0426;;;9,204;-30,0426;;;9,204;-16,48701;;;9,204;-16,48701;;;9,204;-10,33603;;;9,204;-10,33603;;;9,204;-26,70819
9,208001;-29,53687;;;9,208001;-1,256846;;;9,208001;-16,4546;;;9,208001;-26,58345;;;9,208001;-21,88517;;;9,208001;-23,56708;;;9,208001;-5,606674;;;9,208001;-12,91787;;;9,208001;-29,86904;;;9,208001;-29,86904;;;9,208001;-16,48862;;;9,208001;-16,48862;;;9,208001;-10,24512;;;9,208001;-10,24512;;;9,208001;-26,31461
9,212;-29,05728;;;9,212;-1,237626;;;9,212;-16,39518;;;9,212;-26,61433;;;9,212;-21,87562;;;9,212;-23,46574;;;9,212;-5,849033;;;9,212;-12,84039;;;9,212;-29,69456;;;9,212;-29,69456;;;9,212;-16,49228;;;9,212;-16,49228;;;9,212;-10,14861;;;9,212;-10,14861;;;9,212;-25,92827
9,216;-28,64252;;;9,216;-1,227395;;;9,216;-16,32867;;;9,216;-26,65058;;;9,216;-21,86517;;;9,216;-23,35119;;;9,216;-6,097374;;;9,216;-12,75805;;;9,216;-29,52042;;;9,216;-29,52042;;;9,216;-16,49821;;;9,216;-16,49821;;;9,216;-10,04661;;;9,216;-10,04661;;;9,216;-25,54983
9,22;-28,29418;;;9,22;-1,226158;;;9,22;-16,25532;;;9,22;-26,69155;;;9,22;-21,85416;;;9,22;-23,22563;;;9,22;-6,351512;;;9,22;-12,67107;;;9,22;-29,34774;;;9,22;-29,34774;;;9,22;-16,50657;;;9,22;-16,50657;;;9,22;-9,939271;;;9,22;-9,939271;;;9,22;-25,17985
9,223999;-28,01221;;;9,223999;-1,233928;;;9,223999;-16,17548;;;9,223999;-26,73647;;;9,223999;-21,84291;;;9,223999;-23,09143;;;9,223999;-6,611235;;;9,223999;-12,57974;;;9,223999;-29,17753;;;9,223999;-29,17753;;;9,223999;-16,51753;;;9,223999;-16,51753;;;9,223999;-9,826786;;;9,223999;-9,826786;;;9,223999;-24,81883
9,228;-27,79565;;;9,228;-1,250704;;;9,228;-16,08961;;;9,228;-26,78453;;;9,228;-21,8317;;;9,228;-22,95099;;;9,228;-6,876293;;;9,228;-12,48438;;;9,228;-29,01067;;;9,228;-29,01067;;;9,228;-16,53123;;;9,228;-16,53123;;;9,228;-9,709369;;;9,228;-9,709369;;;9,228;-24,46715
9,232;-27,64297;;;9,232;-1,276499;;;9,232;-15,99825;;;9,232;-26,83482;;;9,232;-21,82081;;;9,232;-22,80669;;;9,232;-7,146397;;;9,232;-12,38535;;;9,232;-28,84793;;;9,232;-28,84793;;;9,232;-16,54779;;;9,232;-16,54779;;;9,232;-9,587266;;;9,232;-9,587266;;;9,232;-24,12514
9,236;-27,5523;;;9,236;-1,311319;;;9,236;-15,902;;;9,236;-26,88635;;;9,236;-21,81049;;;9,236;-22,66077;;;9,236;-7,421219;;;9,236;-12,28305;;;9,236;-28,69;;;9,236;-28,69;;;9,236;-16,56733;;;9,236;-16,56733;;;9,236;-9,460746;;;9,236;-9,460746;;;9,236;-23,79304
9,240001;-27,5214;;;9,240001;-1,35517;;;9,240001;-15,80154;;;9,240001;-26,93807;;;9,240001;-21,80098;;;9,240001;-22,51532;;;9,240001;-7,700381;;;9,240001;-12,17792;;;9,240001;-28,53745;;;9,240001;-28,53745;;;9,240001;-16,58996;;;9,240001;-16,58996;;;9,240001;-9,330098;;;9,240001;-9,330098;;;9,240001;-23,47104
9,244;-27,54763;;;9,244;-1,408062;;;9,244;-15,69757;;;9,244;-26,98887;;;9,244;-21,79248;;;9,244;-22,37225;;;9,244;-7,983459;;;9,244;-12,07037;;;9,244;-28,39076;;;9,244;-28,39076;;;9,244;-16,61576;;;9,244;-16,61576;;;9,244;-9,195627;;;9,244;-9,195627;;;9,244;-23,15924
