-5,475573;-4,269501;-4,177558;-3,848596;-3,656086;-3,444157;-3,766749;-3,491908;-3,307461;-3,299485;-3,595518;-3,405998;-3,192249;-3,248487;-3,689682;-4,807544;-3,130388;-3,184096;-3,751948;-5,144674;-7,50111
-5,480595;-4,266761;-4,174825;-3,846449;-3,654343;-3,443123;-3,764631;-3,490347;-3,30667;-3,299204;-3,595036;-3,404541;-3,191586;-3,248124;-3,688905;-4,804854;-3,129619;-3,183745;-3,750823;-5,141348;-7,494023
-5,485603;-4,264032;-4,172103;-3,844311;-3,652601;-3,442091;-3,762522;-3,488789;-3,30588;-3,298925;-3,594557;-3,40308;-3,190923;-3,247761;-3,688134;-4,802182;-3,12885;-3,183391;-3,749704;-5,138037;-7,486966
-5,490596;-4,261312;-4,169391;-3,84218;-3,650863;-3,441061;-3,760418;-3,487234;-3,305093;-3,298645;-3,59408;-3,401621;-3,190257;-3,247397;-3,687369;-4,799521;-3,128079;-3,183039;-3,748594;-5,134741;-7,479933
-5,49558;-4,258604;-4,166688;-3,840057;-3,649124;-3,440035;-3,758323;-3,48568;-3,304307;-3,298366;-3,593608;-3,400163;-3,189591;-3,247031;-3,68661;-4,796874;-3,127305;-3,182688;-3,747491;-5,131461;-7,472931
-5,500546;-4,255905;-4,163995;-3,837941;-3,647387;-3,43901;-3,756236;-3,484127;-3,303519;-3,29809;-3,59314;-3,398704;-3,188923;-3,246664;-3,685857;-4,794241;-3,126529;-3,182337;-3,746396;-5,128196;-7,465955
-5,5055;-4,253217;-4,161312;-3,835834;-3,645654;-3,437987;-3,754155;-3,482577;-3,302736;-3,297812;-3,592675;-3,397244;-3,188254;-3,246299;-3,685108;-4,79162;-3,125753;-3,181985;-3,745309;-5,124947;-7,459007
-5,51044;-4,250539;-4,158638;-3,833733;-3,64392;-3,436966;-3,752083;-3,481029;-3,301952;-3,297536;-3,592214;-3,395786;-3,187586;-3,245931;-3,684367;-4,789014;-3,124974;-3,181636;-3,744228;-5,121714;-7,452086
-5,515369;-4,247871;-4,155975;-3,831642;-3,642188;-3,43595;-3,750016;-3,479484;-3,301172;-3,297261;-3,591756;-3,394326;-3,186916;-3,245564;-3,683631;-4,78642;-3,124192;-3,181286;-3,743157;-5,118495;-7,445191
-5,520284;-4,245213;-4,15332;-3,829557;-3,64046;-3,434933;-3,747958;-3,47794;-3,300392;-3,296985;-3,591302;-3,392869;-3,186244;-3,245197;-3,6829;-4,783841;-3,12341;-3,180938;-3,742092;-5,115291;-7,438326
-5,525187;-4,242565;-4,150675;-3,82748;-3,638734;-3,43392;-3,745906;-3,476399;-3,299612;-3,296712;-3,590851;-3,39141;-3,185573;-3,24483;-3,682175;-4,781274;-3,122627;-3,180591;-3,741035;-5,112104;-7,431487
-5,530077;-4,239926;-4,148039;-3,825411;-3,63701;-3,43291;-3,743862;-3,474862;-3,298836;-3,296439;-3,590404;-3,389953;-3,184902;-3,244461;-3,681457;-4,778722;-3,121842;-3,180244;-3,739987;-5,108931;-7,424674
-5,534955;-4,237299;-4,145415;-3,823349;-3,635288;-3,431903;-3,741826;-3,473325;-3,298061;-3,296166;-3,589962;-3,388497;-3,18423;-3,244095;-3,680743;-4,776182;-3,121056;-3,1799;-3,738945;-5,105774;-7,417889
-5,53982;-4,234681;-4,142799;-3,821293;-3,633567;-3,430898;-3,739796;-3,471792;-3,297288;-3,295894;-3,589523;-3,38704;-3,183557;-3,243726;-3,680037;-4,773656;-3,120268;-3,179555;-3,737912;-5,102631;-7,41113
-5,544674;-4,232073;-4,140193;-3,819247;-3,63185;-3,429894;-3,737775;-3,470261;-3,296517;-3,295624;-3,589089;-3,385585;-3,182884;-3,243359;-3,679334;-4,771142;-3,119481;-3,179213;-3,736886;-5,099504;-7,404398
-5,549517;-4,229475;-4,137595;-3,817208;-3,630135;-3,428894;-3,735758;-3,468734;-3,295746;-3,295356;-3,588656;-3,384131;-3,182212;-3,242991;-3,678637;-4,768641;-3,11869;-3,178871;-3,735868;-5,096391;-7,397693
-5,554347;-4,226887;-4,135009;-3,815176;-3,628423;-3,427896;-3,73375;-3,467209;-3,294979;-3,295088;-3,588229;-3,382677;-3,181539;-3,242625;-3,677948;-4,766155;-3,117902;-3,17853;-3,734856;-5,093294;-7,391015
-5,559165;-4,224309;-4,132431;-3,813152;-3,626714;-3,426902;-3,73175;-3,465688;-3,294213;-3,294821;-3,587804;-3,381226;-3,180866;-3,242258;-3,677263;-4,76368;-3,117112;-3,178191;-3,733854;-5,090212;-7,384364
-5,563971;-4,22174;-4,129863;-3,811136;-3,625007;-3,42591;-3,729757;-3,464168;-3,293449;-3,294555;-3,587384;-3,379774;-3,180194;-3,241893;-3,676585;-4,76122;-3,11632;-3,177853;-3,732858;-5,087144;-7,377738
-5,568768;-4,219181;-4,127303;-3,809124;-3,623304;-3,424922;-3,72777;-3,462653;-3,292686;-3,294291;-3,586967;-3,378325;-3,17952;-3,241527;-3,67591;-4,75877;-3,115529;-3,177517;-3,73187;-5,084091;-7,371139
-5,573554;-4,216632;-4,124754;-3,807123;-3,621603;-3,423936;-3,725789;-3,46114;-3,291926;-3,294028;-3,586555;-3,376876;-3,178849;-3,241162;-3,675243;-4,756335;-3,114737;-3,177182;-3,730889;-5,081053;-7,364567
-5,578325;-4,214092;-4,122215;-3,805127;-3,619906;-3,422952;-3,723819;-3,45963;-3,291168;-3,293768;-3,586147;-3,375429;-3,178177;-3,240798;-3,674582;-4,753912;-3,113944;-3,176849;-3,729917;-5,078029;-7,358022
-5,583088;-4,211563;-4,119684;-3,803139;-3,61821;-3,421972;-3,721853;-3,458124;-3,290413;-3,293507;-3,585741;-3,373985;-3,177506;-3,240434;-3,673926;-4,751503;-3,113152;-3,176518;-3,728953;-5,075022;-7,351501
-5,58784;-4,209044;-4,117163;-3,80116;-3,616518;-3,420995;-3,719895;-3,45662;-3,289658;-3,293248;-3,58534;-3,37254;-3,176835;-3,240072;-3,673276;-4,749105;-3,11236;-3,176189;-3,727995;-5,072027;-7,345006
-5,592582;-4,206533;-4,114651;-3,799187;-3,61483;-3,420021;-3,717943;-3,455121;-3,288907;-3,292992;-3,584943;-3,371099;-3,176166;-3,23971;-3,67263;-4,746722;-3,111567;-3,17586;-3,727045;-5,069048;-7,338539
-5,597312;-4,204032;-4,112149;-3,797221;-3,613145;-3,41905;-3,715999;-3,453625;-3,288158;-3,292735;-3,584552;-3,369659;-3,175495;-3,23935;-3,67199;-4,74435;-3,110775;-3,175534;-3,726103;-5,066082;-7,332098
-5,602034;-4,201541;-4,109656;-3,795261;-3,611464;-3,418082;-3,714061;-3,452133;-3,287411;-3,292482;-3,584162;-3,36822;-3,174828;-3,23899;-3,671358;-4,741991;-3,109982;-3,175211;-3,725168;-5,063133;-7,325681
-5,606742;-4,19906;-4,107172;-3,79331;-3,609785;-3,417116;-3,712132;-3,450643;-3,286665;-3,292229;-3,583775;-3,366784;-3,174159;-3,238632;-3,67073;-4,739643;-3,10919;-3,174888;-3,724241;-5,060196;-7,319291
-5,611441;-4,196589;-4,104697;-3,791366;-3,608111;-3,416156;-3,710209;-3,449158;-3,285924;-3,291978;-3,583395;-3,36535;-3,173494;-3,238274;-3,670108;-4,737309;-3,108398;-3,174568;-3,723321;-5,057275;-7,312926
-5,616132;-4,194125;-4,102233;-3,789428;-3,606439;-3,415197;-3,708292;-3,447677;-3,285183;-3,291729;-3,583017;-3,363918;-3,172827;-3,23792;-3,669492;-4,734989;-3,107606;-3,17425;-3,72241;-5,054368;-7,306587
-5,620811;-4,191672;-4,099776;-3,787498;-3,604772;-3,41424;-3,706382;-3,446199;-3,284447;-3,291481;-3,582643;-3,362487;-3,172163;-3,237563;-3,668881;-4,732679;-3,106816;-3,173935;-3,721504;-5,051475;-7,300274
